0,29,0,9,0.71,8.5,0.5,0
250,29,0,8,0.71,8.5,0.5,0
500,29,0,8,0.71,8,1,0
750,28.5,0.5,8.25,0.43,8.75,0.43,0
1000,29,0,8.75,1.09,9,0,0
1250,29,0,8.75,1.09,9,0,0
1500,29,0,8.75,1.09,9,0,0
1750,29,0,8.53,0.62,8.8,0.54,0
2000,29,0,8.53,0.62,8.8,0.54,0
2250,29,0,8.5,0.5,8.5,0.5,0
2500,29,0,7.25,0.43,8.75,0.43,0
2750,29,0,7.25,0.43,9,0,0
3000,29,0,7,0,8.75,0.43,0
3250,29,0,7.33,0.47,8.67,0.47,0
3500,29,0,8.5,0.5,8.75,0.43,0
3750,29,0,8.5,0.5,9,0,0
4000,29,0,7.5,0.5,8.67,0.47,0
4250,29,0,7.75,0.43,8.5,0.5,0
4500,29,0,6.67,0.94,8.5,0.5,0
4750,29,0,6.5,0.5,8.5,0.5,0
5000,29,0,6.5,0.87,9.25,0.43,0
5250,28.75,0.43,6.75,0.83,9,0,0
5500,28.75,0.43,7.25,0.83,9,0,0
5750,28.75,0.43,7.25,1.09,9,0,0
6000,29,0,6.67,0.47,9,0,0
6250,29,0,7,0.71,8.5,0.5,0
6500,28.75,0.43,8,0.82,9,0,0
6750,29,0,8,1,8.5,0.5,0
7000,29,0,7.2,1.17,8.5,0.5,0
7250,29,0,7.75,1.09,9,0,0
7500,29,0,4.67,0.47,9.75,1.3,0
7750,29,0,4,1.63,11,0.82,0
8000,28.75,0.43,5,0,10,1,0
8250,29,0,3,0.82,7.5,0.87,0
8500,29,0,4,0,4.75,1.3,0
8750,29,0,6,2,9,3.54,0
9000,28.5,0.5,4.75,1.3,9.25,2.17,0
9250,29,0,6,2.45,5.75,1.48,0
9500,29,0,6.25,2.68,7.5,1.5,0
9750,29,0,8.5,1.8,9.25,0.43,0
10000,28.75,0.43,7,2.12,11,1.22,0
10250,29,0,7.25,1.3,10.75,1.09,0
10500,29,0,6.67,0.47,11.67,0.47,0
10750,29.25,0.43,5,2.16,10.67,1.25,0
11000,29,0,6.25,1.3,11.25,0.83,0
11250,29,0,4,1,9.67,0.47,0
11500,29.5,0.5,5.6,0.8,10.4,1.02,0
11750,29.75,0.43,6,0,10,0.82,0
12000,29.75,0.43,5.5,0.87,11.5,0.5,0
12250,29.33,0.47,6.25,0.83,12,0,0
12500,29,0,7.75,0.83,11.75,0.43,0
12750,28.75,0.43,8.25,0.83,11.75,0.43,0
13000,28.67,0.47,8.33,0.47,11.25,0.83,0
13250,28.5,0.5,8.75,0.43,11.25,0.43,0
13500,28.67,0.47,8,0.82,11.5,0.5,0
13750,28.75,0.43,6.5,1.12,11,1.22,0
14000,29.75,0.43,6.5,1.8,12.25,0.43,0
14250,29,0,6,0.71,12,0,0
14500,29.25,0.43,3.67,0.47,11.5,1.8,0
14750,29.5,0.87,3,2.16,11.75,1.09,0
15000,28.5,0.87,5,2.55,12,0,0
15250,28.5,1.12,7,2.12,11,0.71,0
15500,27.75,0.83,7,2,9.67,0.94,0
15750,26.5,0.5,7.33,2.36,11.5,0.5,0
16000,26.5,0.87,7.33,1.25,12.25,1.09,0
16250,27,0,6.5,3.57,10.25,1.3,0
16500,26,0.82,5,1,9,1.41,0
16750,26.67,0.47,8,0.82,8,0.71,0
17000,28.25,0.43,8,3,6.33,1.25,0
17250,28,0.71,4.25,1.48,7.25,1.48,0
17500,29.5,0.5,0,0,8,1.87,0
17750,29.75,0.43,3.5,1.5,9.5,0.87,0
18000,29.25,1.3,4.67,2.87,9.5,1.5,0
18250,26.25,1.48,2.5,1.12,10.25,1.09,0
18500,27,0,5.33,3.3,6.75,2.59,0
18750,27,0,11.75,0.43,6.75,1.3,0
19000,27.25,0.43,10.75,1.09,6.5,1.12,0
19250,27.25,0.43,10.25,0.83,6,0.71,0
19500,28.5,1.12,6.25,1.09,6.25,1.48,0
19750,27.5,0.87,4.5,1.5,7.33,1.25,0
20000,26.75,0.43,3,0.82,10,1,0
20250,26.5,0.5,4.33,0.47,10.33,0.47,0
20500,25.75,0.83,0,0,9.33,1.25,0
20750,27,0,10,1,7.25,1.79,0
21000,25.75,0.83,3.5,0.5,8.5,0.5,0
21250,27,0,7.75,1.09,9.33,0.47,0
21500,27,0,3,0,10.33,0.94,0
21750,25.25,0.83,4,0.82,9.5,1.12,0
22000,24.5,0.5,5,1.58,8.75,0.43,0
22250,24.5,0.5,6.33,2.05,8.5,0.5,0
22500,26,1.22,5.5,2.5,9,0,0
22750,27,0,5.33,0.94,8.75,0.43,0
23000,27,0,6.75,0.43,8.5,0.5,0
23250,27,0,7,0,9,0,0
23500,27,0,6.5,0.5,9,0,0
23750,27,0,7.25,1.09,9,0,0
24000,27,0,8,0,8.33,0.47,0
24250,27,0,8,0.71,9,0,0
24500,27,0,7,0.71,8.75,0.43,0
24750,27,0,7.75,0.83,9.25,0.43,0
25000,27,0,8.33,0.47,9,0,0
25250,27,0,8.5,0.5,9,0,0
25500,27,0,7.5,0.5,8.75,0.43,0
25750,27,0,6.25,0.43,8.75,0.43,0
26000,27,0,6.25,0.43,8.75,0.43,0
26250,27,0,8.33,0.47,9,0,0
26500,27,0,6.75,0.83,9,0,0
26750,27,0,7,0.71,9,0,0
27000,27,0,8.33,0.94,9,0,0
27250,27,0,8.33,0.94,9,0,0
27500,27,0,5,0.82,8.33,0.94,0
27750,27,0,7.5,0.5,7.75,0.43,0
28000,27,0,7,0,7.5,1.12,0
28250,27,0,7,1.22,9,0,0
28500,27,0,7.75,0.83,8.5,0.5,0
28750,27,0,8,0.71,8.75,0.43,0
29000,27,0,7,1,8.75,0.43,0
29250,27,0,6.5,0.87,9,0,0
29500,27,0,6.67,0.94,9,0,0
29750,27,0,7,0.82,9,0,0
30000,27,0,7,0,9,0,0
30250,27,0,7.67,0.47,9,0,0
30500,27,0,8,0.71,8.5,0.5,0
30750,27,0,7.25,0.43,9,0,0
31000,27,0,6.67,0.47,8.5,0.87,0
31250,27,0,6,0,8.25,0.43,0
31500,27,0,7,0.71,8.5,0.5,0
31750,27,0,6.75,0.43,8.5,0.5,0
32000,27,0,6.67,0.94,8.33,0.47,0
32250,27,0,6.75,0.43,8.75,0.43,0
32500,27,0,6.25,0.43,9,0,0
32750,27,0,6.5,0.5,8.75,0.43,0
33000,27,0,6.75,0.83,8.67,0.47,0
33250,27,0,7.75,0.83,8.5,0.5,0
33500,27,0,7.25,0.43,8.5,0.5,0
33750,27,0,7.33,0.47,8.5,0.5,0
34000,27,0,8,0.71,8.5,0.5,0
34250,27,0,7,0.82,8.5,0.5,0
34500,27,0,0,0,9,0,0
34750,27.67,0.47,4,0,8.25,1.09,0
35000,28.5,0.5,0,0,11.25,0.83,0
35250,27.25,0.43,0,0,11.67,0.47,0
35500,27,0,1,0,12,0,0
35750,26.33,0.47,0,0,12,0,0
36000,27,0,0,0,12,0,0
36250,27,0,1,0,12,0,0
36500,27,0,0,0,12,0,0
36750,27,0,0,0,12,0,0
37000,28.25,0.83,2,0,9.25,1.48,0
37250,27.75,0.43,1,0,7.25,1.09,0
37500,26.75,1.09,3.75,0.83,9,0,0
37750,25.25,1.09,4.25,2.05,8.25,1.3,0
38000,26.25,1.48,2.5,0.5,10.75,1.64,0
38250,28,0.71,3,0.82,11.5,0.87,0
38500,28,0,3,0,12.5,0.5,0
38750,27.5,0.87,2,0,12.5,0.5,0
39000,27,0,2.67,0.47,12.25,0.43,0
39250,27,0,4,1.73,9.25,0.43,0
39500,27,0,6,0.71,10,0.71,0
39750,27.75,0.43,5,0,9.5,0.87,0
40000,28,0.71,0,0,9.67,0.94,0
40250,28,0,3.5,0.5,10,1.41,0
40500,26.25,1.48,3.5,0.5,11.5,0.5,0
40750,25.67,0.94,3,0,11,1.22,0
41000,28.75,0.43,1,0,12,0,0
41250,29,0,1.5,0.5,11.75,0.43,0
41500,29.75,0.43,4.75,1.92,11.5,0.87,0
41750,28.75,1.09,4.5,0.5,11.5,0.87,0
42000,26.25,0.83,8.67,2.05,7,0,0
42250,24.5,0.5,8,1.63,14,1.41,0
42500,24.33,0.47,6.5,2.29,15.67,0.47,0
42750,25.33,0.47,11.67,0.47,15,0,0
43000,25.25,0.43,12,0,13,1,0
43250,25,0,10.5,0.5,13.75,1.3,0
43500,25.5,0.5,8,0.82,15,0.71,0
43750,26.75,0.43,4.67,1.7,15,0,0
44000,26.75,0.43,7.5,1.12,14.25,0.43,0
44250,26.5,0.5,8.25,1.3,12.25,0.43,0
44500,26.25,0.43,6.25,1.79,14.75,1.79,0
44750,25.75,0.43,8.67,0.47,17.33,0.94,0
45000,25.25,0.83,11.5,0.5,18.75,0.83,0
45250,26,0.82,11.75,0.43,18.67,0.47,0
45500,26.67,0.47,9,0.82,18,0,0
45750,26.5,0.5,10.5,1.5,18.5,0.5,0
46000,26.5,0.5,12,0,19,0.71,0
46250,25.75,0.43,11.75,0.43,20,0.71,0
46500,25.5,0.5,11.25,1.92,18,0.71,0
46750,25.75,0.83,10.5,1.12,19.25,1.09,0
47000,26,0.71,11.5,0.5,20.5,0.87,0
47250,26.25,0.83,11.25,1.3,21,0,0
47500,23.5,1.5,10.25,1.3,20.5,0.87,0
47750,26.75,1.79,12.67,1.7,14.67,1.25,0
48000,28.25,0.83,10.5,1.66,14.75,0.43,0
48250,27,0,12.25,1.48,12.25,1.09,0
48500,27,0,9.25,0.43,12,0,0
48750,27,0,10.75,0.43,12.25,0.43,0
49000,27,0,11.75,0.43,12.5,0.87,0
49250,27,0,13.25,1.09,11.67,0.47,0
49500,27,0,10,1.41,12,0.71,0
49750,24.25,0.43,12,1.63,13,1.22,0
50000,27,0,13,0.82,11.75,0.43,0
50250,27,0,11.67,0.47,12,0,0
50500,27,0,12.25,0.43,12,0,0
50750,27,0,12,0,12,0,0
51000,27,0,12.25,0.43,12.25,0.43,0
51250,27,0,11.5,0.5,12,0,0
51500,26.83,0.37,11.2,0.75,12,0,0
51750,25.33,1.25,11.5,0.87,11.67,1.25,0
52000,25.25,1.09,12.25,1.09,11,0.71,0
52250,28,0,6.25,1.92,9.5,0.87,0
52500,28,0,8.5,1.12,10,0.82,0
52750,28,0,8,1.41,9.5,0.5,0
53000,28,0,5.25,0.43,9.25,0.43,0
53250,26.5,1.12,11.5,2.06,9.75,0.83,0
53500,23.75,0.43,10.5,1.12,11.5,0.87,0
53750,26,1.22,12,0,10.25,0.83,0
54000,27,0,11.5,0.87,10.75,0.83,0
54250,27,0,10.25,1.3,10,0.71,0
54500,27,0,12,0,10,0.82,0
54750,27,0,11.5,0.5,10,1,0
55000,27,0,11.25,0.83,11.33,0.94,0
55250,27,0,10.25,0.83,9.67,0.47,0
55500,25.75,1.3,11.25,0.83,9,0.71,0
55750,25,1.58,10.5,1.5,7.5,2.69,0
56000,27.25,0.43,7,1.87,4.5,2.69,0
56250,27,0,11,1.22,6,2.45,0
56500,27,0,9,0,0,0,0
56750,27,0,11.33,0.94,7,0,0
57000,27.5,0.5,8,2.74,7.25,1.48,0
57250,26.25,1.48,10.5,1.5,5.5,4.5,0
57500,25,1.22,9.5,1.5,9.75,0.83,0
57750,27,0,9.75,0.83,10,0.71,0
58000,27,0,11.5,0.87,10.5,0.5,0
58250,27,0,9.25,0.43,9.5,0.87,0
58500,26.75,0.43,9,0.82,10,0.82,0
58750,27,0,10.33,1.25,10.25,0.83,0
59000,25.67,1.25,10.5,0.87,10.67,1.25,0
59250,24,0,9.67,0.94,10.67,0.94,0
59500,26.25,1.3,8.75,2.59,5.5,0.5,0
59750,27,0,6.25,1.3,3.67,0.47,0
60000,26.25,0.83,9.5,1.12,6,0,0
60250,24.75,0.83,8.67,0.47,8.75,1.79,0
60500,26.5,0.87,10.25,0.83,10.75,0.43,0
60750,27.5,0.5,6.25,3.42,6.5,2.06,0
61000,27,0,3,2.16,1.33,0.47,0
61250,27,0,6.25,0.43,2,0,0
61500,27.25,0.43,6.5,0.5,2,0,0
61750,27,0,5.33,0.94,1.33,0.47,0
62000,27.25,0.43,4,2.16,4,2.16,0
62250,25,1.22,5.75,1.92,5.75,0.83,0
62500,26.25,1.48,6.25,1.09,4.75,0.83,0
62750,28.33,0.47,3,1,5.33,0.94,0
63000,27.75,0.43,1.75,0.43,6,0.71,0
63250,28,0,0,0,4.33,0.94,0
63500,27.67,0.47,1,0,1.33,0.47,0
63750,25,1.22,6.25,1.09,4,0,0
64000,25.75,1.09,5.75,1.64,4,1.63,0
64250,27,0,4.5,1.5,4,0,0
64500,27,0,3.33,2.05,0,0,0
